time,latitude,longitude,depth,mag,place,type,year,month
1974-04-06 07:42:03+00:00,-14.692,166.904,22.0,5.1,"42 km NNW of Port-Olry, Vanuatu",earthquake,1974,April
1974-04-04 12:41:29+00:00,2.023,121.551,34.0,5.3,"235 km NW of Gorontalo, Indonesia",earthquake,1974,April
1974-04-02 19:36:42+00:00,-30.79,-65.192,166.0,5.5,"19 km WNW of Villa de Soto, Argentina",earthquake,1974,April
1974-05-26 15:24:24+00:00,-17.616,167.491,7.0,6.2,"88 km W of Port-Vila, Vanuatu",earthquake,1974,May
1974-05-26 08:14:50+00:00,-17.724,167.677,8.0,5.1,"67 km W of Port-Vila, Vanuatu",earthquake,1974,May
1974-05-21 02:03:11+00:00,-57.819,-26.718,162.0,5.1,South Sandwich Islands region,earthquake,1974,May
1974-05-17 14:27:32+00:00,64.667,-21.227,33.0,5.0,"36 km ENE of Borgarnes, Iceland",earthquake,1974,May
1974-05-15 18:40:20+00:00,-56.083,-27.462,132.0,5.2,South Sandwich Islands region,earthquake,1974,May
1974-05-14 06:09:45+00:00,-6.898,155.247,33.0,5.3,"69 km SSW of Panguna, Papua New Guinea",earthquake,1974,May
1974-05-13 15:49:33+00:00,-36.168,53.282,33.0,5.2,South Indian Ocean,earthquake,1974,May
1974-05-12 12:00:50+00:00,2.757,126.997,33.0,5.2,"160 km NW of Tobelo, Indonesia",earthquake,1974,May
1974-05-11 20:53:16+00:00,1.875,126.417,33.0,5.5,"161 km NW of Ternate, Indonesia",earthquake,1974,May
1974-05-11 00:56:55+00:00,1.864,126.297,33.0,5.3,"152 km ENE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,1974,May
1974-05-10 19:25:15+00:00,28.243,104.015,11.0,6.8,"72 km WSW of Xunchang, China",earthquake,1974,May
1974-05-10 08:12:05+00:00,-4.372,-102.109,33.0,6.1,central East Pacific Rise,earthquake,1974,May
1974-05-09 23:56:38+00:00,-45.982,35.267,33.0,5.9,Prince Edward Islands region,earthquake,1974,May
1974-05-09 16:07:43+00:00,-21.756,169.747,35.0,5.5,"194 km E of Tadine, New Caledonia",earthquake,1974,May
1974-05-09 13:27:37+00:00,0.777,125.872,18.0,5.4,"121 km ESE of Tondano, Indonesia",earthquake,1974,May
1974-05-05 19:10:40+00:00,46.154,149.215,143.0,5.1,"146 km NE of Kuril’sk, Russia",earthquake,1974,May
1974-05-05 14:19:12+00:00,37.74,141.707,48.0,5.6,"68 km ENE of Namie, Japan",earthquake,1974,May
1974-05-05 05:57:35+00:00,22.301,121.49,26.0,5.5,"83 km ENE of Hengchun, Taiwan",earthquake,1974,May
1974-05-04 17:54:07+00:00,7.709,-82.629,33.0,5.2,"44 km SE of Punta de Burica, Panama",earthquake,1974,May
1974-06-25 17:39:50+00:00,34.427,141.798,9.0,5.0,"157 km ESE of Katsuura, Japan",earthquake,1974,June
1974-06-25 05:05:19+00:00,-54.642,-131.616,33.0,6.1,Pacific-Antarctic Ridge,earthquake,1974,June
1974-06-24 22:44:21+00:00,-2.203,141.194,23.0,5.1,"54 km NNW of Vanimo, Papua New Guinea",earthquake,1974,June
1974-06-24 19:01:40+00:00,32.811,136.994,393.0,5.3,"139 km SE of Shing?, Japan",earthquake,1974,June
1974-06-22 23:30:15+00:00,41.262,23.032,33.0,5.1,"12 km SSW of Kolarovo, Bulgaria",earthquake,1974,June
1974-06-22 09:59:53+00:00,-20.798,-174.45,33.0,5.1,"74 km ENE of Kolonga, Tonga",earthquake,1974,June
1974-06-19 03:09:38+00:00,63.156,150.853,33.0,5.0,"81 km WNW of Seymchan, Russia",earthquake,1974,June
1974-06-06 20:00:45+00:00,-15.236,-173.467,33.0,5.2,"86 km NNE of Hihifo, Tonga",earthquake,1974,June
1974-06-06 19:03:26+00:00,36.377,70.732,214.0,5.3,"54 km S of Jurm, Afghanistan",earthquake,1974,June
1974-07-29 01:14:51+00:00,46.881,152.811,54.0,5.0,Kuril Islands,earthquake,1974,July
1974-07-28 12:07:50+00:00,46.175,153.261,46.0,5.3,Kuril Islands,earthquake,1974,July
1974-07-27 04:26:47+00:00,55.504,166.37,33.0,5.4,"256 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,1974,July
1974-07-23 14:09:56+00:00,-26.604,26.996,33.0,5.0,"16 km NW of Potchefstroom, South Africa",earthquake,1974,July
1974-07-17 05:09:23+00:00,45.75,26.531,145.0,5.1,"13 km WNW of Nereju Mic, Romania",earthquake,1974,July
1974-07-13 03:51:04+00:00,7.746,-77.704,23.0,5.0,"33 km SSW of Boca de Cupé, Panama",earthquake,1974,July
1974-07-13 02:14:54+00:00,7.546,-77.652,23.0,5.2,"50 km NNE of Juradó, Colombia",earthquake,1974,July
1974-07-12 16:32:02+00:00,-29.312,-176.443,68.0,5.0,Kermadec Islands region,earthquake,1974,July
1974-07-08 05:45:37+00:00,36.414,141.104,35.0,6.0,"45 km ESE of Hitachi, Japan",earthquake,1974,July
1974-08-27 06:24:07+00:00,-38.341,-73.387,23.0,5.4,"45 km NNW of Carahue, Chile",earthquake,1974,August
1974-08-25 04:20:17+00:00,31.962,142.413,40.0,5.3,"Izu Islands, Japan region",earthquake,1974,August
1974-08-23 16:52:03+00:00,-4.552,-105.444,33.0,5.3,central East Pacific Rise,earthquake,1974,August
1974-08-21 23:59:02+00:00,-19.989,-71.139,60.0,5.1,"106 km WNW of Iquique, Chile",earthquake,1974,August
1974-08-18 17:16:26+00:00,50.553,175.102,33.0,5.0,"287 km SSE of Attu Station, Alaska",earthquake,1974,August
1974-08-15 03:35:58+00:00,-9.053,159.133,59.0,5.5,"95 km NW of Malango, Solomon Islands",earthquake,1974,August
1974-08-14 17:56:47+00:00,-32.743,-69.015,132.0,5.6,"24 km NW of Mendoza, Argentina",earthquake,1974,August
1974-08-13 14:45:42+00:00,-55.456,146.261,33.0,5.7,west of Macquarie Island,earthquake,1974,August
1974-08-13 07:20:17+00:00,-15.523,-179.112,33.0,5.2,"170 km SW of Leava, Wallis and Futuna",earthquake,1974,August
1974-08-12 14:28:50+00:00,-60.698,-19.397,33.0,5.4,east of the South Sandwich Islands,earthquake,1974,August
1974-08-11 08:02:54+00:00,39.288,73.922,12.0,5.1,"124 km N of Murghob, Tajikistan",earthquake,1974,August
1974-08-07 11:59:41+00:00,3.094,95.815,33.0,5.1,"92 km NW of Sinabang, Indonesia",earthquake,1974,August
1974-08-04 01:00:23+00:00,-55.634,-27.446,33.0,5.2,South Sandwich Islands region,earthquake,1974,August
1974-08-03 18:16:34+00:00,35.999,139.819,58.0,5.6,"6 km ENE of Kasukabe, Japan",earthquake,1974,August
1974-08-01 22:39:21+00:00,49.756,155.967,41.0,5.3,"102 km S of Severo-Kuril’sk, Russia",earthquake,1974,August
1974-08-01 19:57:30+00:00,-41.893,88.344,33.0,5.7,southeast Indian Ridge,earthquake,1974,August
1974-08-01 09:36:27+00:00,-16.652,28.004,14.0,5.1,"45 km ESE of Gwembe, Zambia",earthquake,1974,August
1974-08-01 05:07:59+00:00,56.516,-152.315,10.0,6.1,"97 km SE of Old Harbor, Alaska",earthquake,1974,August
1974-09-27 12:17:33+00:00,-59.859,-25.621,62.0,5.0,South Sandwich Islands region,earthquake,1974,September
1974-09-20 00:53:01+00:00,42.792,144.954,51.0,5.6,"51 km ESE of Kushiro, Japan",earthquake,1974,September
1974-09-16 16:45:57+00:00,39.473,73.516,64.0,5.0,"107 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,1974,September
1974-09-11 16:17:50+00:00,-15.022,-172.965,33.0,5.2,"136 km NE of Hihifo, Tonga",earthquake,1974,September
1974-09-07 19:53:36+00:00,-38.321,-73.724,16.0,5.2,"64 km SSW of Cañete, Chile",earthquake,1974,September
1974-09-05 06:22:53+00:00,32.229,142.343,33.0,5.1,"Izu Islands, Japan region",earthquake,1974,September
1974-09-04 20:22:23+00:00,-7.24,120.216,390.0,5.4,"143 km NNE of Labuan Bajo, Indonesia",earthquake,1974,September
1974-09-03 05:59:41+00:00,18.208,119.125,33.0,5.6,"143 km WNW of Puro Pinget, Philippines",earthquake,1974,September
1974-10-29 03:10:17+00:00,10.543,-63.423,33.0,5.3,"22 km SW of Carúpano, Venezuela",earthquake,1974,October
1974-10-25 15:40:20+00:00,42.726,145.421,43.0,5.2,"67 km S of Nemuro, Japan",earthquake,1974,October
1974-10-24 05:26:47+00:00,33.413,140.816,63.0,5.4,"194 km SSE of Tateyama, Japan",earthquake,1974,October
1974-10-23 11:46:56+00:00,-1.008,-15.968,33.0,5.1,north of Ascension Island,earthquake,1974,October
1974-10-23 06:14:54+00:00,-8.42,154.034,48.0,7.2,"282 km SW of Panguna, Papua New Guinea",earthquake,1974,October
1974-10-22 09:16:41+00:00,-0.74,98.089,84.0,5.2,"226 km W of Pariaman, Indonesia",earthquake,1974,October
1974-10-19 06:45:17+00:00,-0.149,123.848,70.0,5.5,"115 km SE of Gorontalo, Indonesia",earthquake,1974,October
1974-10-18 11:51:49+00:00,-16.332,-172.446,33.0,5.4,"150 km ESE of Hihifo, Tonga",earthquake,1974,October
1974-10-16 09:29:49+00:00,40.338,143.67,24.0,5.6,"166 km ENE of Miyako, Japan",earthquake,1974,October
1974-10-11 19:04:34+00:00,-30.936,-71.648,65.0,5.1,"56 km SW of Ovalle, Chile",earthquake,1974,October
1974-10-10 19:52:59+00:00,-12.444,-77.606,27.0,5.3,"68 km SW of Callao, Peru",earthquake,1974,October
1974-10-10 06:56:49+00:00,40.929,143.112,45.0,6.2,"144 km ENE of Hachinohe, Japan",earthquake,1974,October
1974-10-10 06:48:14+00:00,40.96,143.129,29.0,6.2,"146 km ENE of Hachinohe, Japan",earthquake,1974,October
1974-10-04 03:58:31+00:00,-22.753,-63.732,533.0,5.0,"19 km SSE of General Mosconi, Argentina",earthquake,1974,October
1974-11-25 22:03:31+00:00,39.634,75.016,33.0,5.0,"85 km WNW of Kashgar, China",earthquake,1974,November
1974-11-20 00:09:15+00:00,53.6,-165.253,57.0,5.0,"68 km SSE of Akutan, Alaska",earthquake,1974,November
1974-11-19 06:50:29+00:00,-16.073,167.455,42.0,5.2,"5 km NE of Lakatoro, Vanuatu",earthquake,1974,November
1974-11-19 05:07:56+00:00,-3.044,150.619,1.0,5.6,"55 km SSW of Kavieng, Papua New Guinea",earthquake,1974,November
1974-11-19 04:58:23+00:00,-3.19,150.637,18.0,6.1,"New Ireland region, Papua New Guinea",earthquake,1974,November
1974-11-16 10:37:08+00:00,2.433,127.706,36.0,5.6,"84 km NNW of Tobelo, Indonesia",earthquake,1974,November
1974-11-11 05:17:51+00:00,51.631,-178.11,68.0,5.8,"105 km WSW of Adak, Alaska",earthquake,1974,November
1974-11-04 21:11:44+00:00,-41.426,-87.516,33.0,5.0,West Chile Rise,earthquake,1974,November
1974-11-03 18:35:59+00:00,-34.828,-108.304,33.0,5.1,southern East Pacific Rise,earthquake,1974,November
1974-11-03 10:27:31+00:00,43.627,81.866,33.0,5.2,"65 km ESE of Qapqal, China",earthquake,1974,November
1974-12-30 21:06:13+00:00,-55.299,-27.895,33.0,5.2,South Sandwich Islands region,earthquake,1974,December
1974-12-25 23:57:23+00:00,3.649,124.335,363.0,5.0,"230 km SSW of Sarangani, Philippines",earthquake,1974,December
1974-12-25 07:54:46+00:00,51.731,174.486,37.0,5.1,"152 km SE of Attu Station, Alaska",earthquake,1974,December
1974-12-25 02:49:13+00:00,51.697,174.635,40.0,5.8,"161 km SE of Attu Station, Alaska",earthquake,1974,December
1974-12-20 03:28:46+00:00,26.477,61.238,7.0,5.0,"54 km ENE of Qa?r-e Qand, Iran",earthquake,1974,December
1974-12-19 16:00:49+00:00,7.4,-78.7,13.0,5.8,"60 km WSW of Jaqué, Panama",earthquake,1974,December
1974-12-14 20:07:10+00:00,2.624,128.407,218.0,5.5,"108 km NNE of Tobelo, Indonesia",earthquake,1974,December
1974-12-14 13:54:52+00:00,1.92,98.021,64.0,5.0,"48 km SSE of Singkil, Indonesia",earthquake,1974,December
1974-12-13 13:23:37+00:00,-18.976,-69.515,118.0,5.3,"Tarapaca, Chile",earthquake,1974,December
1974-12-12 02:44:49+00:00,-41.525,-84.732,33.0,5.2,West Chile Rise,earthquake,1974,December
1974-12-08 11:37:42+00:00,-9.668,150.427,5.0,5.2,"71 km N of Alotau, Papua New Guinea",earthquake,1974,December
1974-12-07 07:34:11+00:00,51.857,-170.795,33.0,5.8,"178 km SW of Nikolski, Alaska",earthquake,1974,December
1974-12-04 19:43:29+00:00,-56.889,-23.688,33.0,5.4,South Sandwich Islands region,earthquake,1974,December
1974-12-02 01:51:37+00:00,-11.006,166.356,153.0,5.2,"68 km ESE of Lata, Solomon Islands",earthquake,1974,December
1975-01-22 04:40:51+00:00,33.056,131.083,9.0,5.0,"13 km N of Aso, Japan",earthquake,1975,January
1975-01-20 18:57:44+00:00,-21.756,-173.787,33.0,5.2,"129 km ESE of ‘Ohonua, Tonga",earthquake,1975,January
1975-01-15 19:06:33+00:00,74.19,8.515,33.0,5.0,Greenland Sea,earthquake,1975,January
1975-01-14 22:34:21+00:00,-7.325,155.907,33.0,5.1,"120 km SSE of Panguna, Papua New Guinea",earthquake,1975,January
1975-01-04 00:20:43+00:00,51.14,158.006,33.0,5.1,"112 km ESE of Ozernovskiy, Russia",earthquake,1975,January
1975-01-03 00:30:28+00:00,-20.326,-178.573,572.0,5.2,Fiji region,earthquake,1975,January
1975-01-02 14:16:01+00:00,21.579,142.903,313.0,5.6,Mariana Islands region,earthquake,1975,January
1975-01-01 03:55:12+00:00,61.909,-149.738,66.0,5.9,"23 km NE of Willow, Alaska",earthquake,1975,January
1975-02-26 07:19:46+00:00,2.462,-98.758,33.0,5.1,west of the Galapagos Islands,earthquake,1975,February
1975-02-23 02:58:41+00:00,8.017,124.075,623.0,5.6,"4 km NNE of Munai, Philippines",earthquake,1975,February
1975-02-22 05:36:07+00:00,10.143,126.416,47.0,5.1,"43 km ENE of Santa Monica, Philippines",earthquake,1975,February
1975-02-17 10:24:20+00:00,-5.958,105.739,62.0,5.2,"47 km NNW of Labuan, Indonesia",earthquake,1975,February
1975-02-14 17:31:20+00:00,-5.045,130.047,34.0,5.1,"226 km SSE of Amahai, Indonesia",earthquake,1975,February
1975-02-12 13:34:55+00:00,43.025,78.916,33.0,5.2,"24 km W of Kegen, Kazakhstan",earthquake,1975,February
1975-02-10 19:10:27+00:00,46.514,-27.48,33.0,5.1,northern Mid-Atlantic Ridge,earthquake,1975,February
1975-02-09 14:33:36+00:00,3.842,64.094,33.0,5.1,Carlsberg Ridge,earthquake,1975,February
1975-02-07 04:51:44+00:00,-7.288,149.513,33.0,6.4,"119 km S of Kandrian, Papua New Guinea",earthquake,1975,February
1975-02-03 16:45:15+00:00,-4.941,129.951,22.0,5.6,"210 km SSE of Amahai, Indonesia",earthquake,1975,February
1975-02-03 08:07:04+00:00,48.284,157.145,66.0,5.0,"275 km SSE of Severo-Kuril’sk, Russia",earthquake,1975,February
1975-03-29 09:36:21+00:00,13.325,50.738,33.0,5.6,"150 km N of Caluula, Somalia",earthquake,1975,March
1975-03-25 06:41:33+00:00,-27.959,-66.659,178.0,5.9,"53 km SW of Andalgalá, Argentina",earthquake,1975,March
1975-03-19 13:42:21+00:00,-15.835,-172.038,33.0,5.2,"188 km E of Hihifo, Tonga",earthquake,1975,March
1975-03-18 06:54:08+00:00,-2.636,138.332,48.0,5.4,"255 km W of Abepura, Indonesia",earthquake,1975,March
1975-03-17 22:40:36+00:00,-2.542,138.293,36.0,5.2,"260 km W of Abepura, Indonesia",earthquake,1975,March
1975-03-16 23:40:41+00:00,43.433,146.489,46.0,5.0,"44 km SSW of Shikotan, Russia",earthquake,1975,March
1975-03-13 16:51:15+00:00,-29.674,-71.352,33.0,5.3,"27 km NNW of La Serena, Chile",earthquake,1975,March
1975-03-11 07:11:06+00:00,1.898,-102.081,33.0,5.0,Galapagos Triple Junction region,earthquake,1975,March
1975-03-10 12:59:02+00:00,11.888,143.733,37.0,5.0,"183 km SSW of Merizo Village, Guam",earthquake,1975,March
1975-03-09 23:13:10+00:00,-9.153,157.974,13.0,5.0,"170 km SE of Gizo, Solomon Islands",earthquake,1975,March
1975-03-07 15:00:00+00:00,37.134,-116.084,0.0,5.5,"64 km SSW of Rachel, Nevada",explosion,1975,March
1975-03-01 14:53:19+00:00,-8.447,-81.971,33.0,5.5,"286 km SW of Pimentel, Peru",earthquake,1975,March
1975-04-28 11:39:28+00:00,9.161,126.196,52.0,5.0,"3 km SE of Mabahin, Philippines",earthquake,1975,April
1975-04-28 02:01:17+00:00,33.305,54.825,42.0,5.3,"133 km NE of Ardak?n, Iran",earthquake,1975,April
1975-04-26 06:41:54+00:00,-5.534,154.386,129.0,5.1,"149 km NW of Panguna, Papua New Guinea",earthquake,1975,April
1975-04-25 17:37:33+00:00,37.932,141.194,94.0,5.1,"32 km ESE of Watari, Japan",earthquake,1975,April
1975-04-23 15:12:04+00:00,14.484,56.668,33.0,5.0,Owen Fracture Zone region,earthquake,1975,April
1975-04-23 11:46:06+00:00,16.157,-98.766,34.0,5.1,"38 km SW of Montecillos, Mexico",earthquake,1975,April
1975-04-23 11:14:48+00:00,16.447,-98.91,11.0,6.2,"18 km SSW of Marquelia, Mexico",earthquake,1975,April
1975-04-23 08:27:47+00:00,6.447,123.66,595.0,5.1,"42 km WSW of Bantogon, Philippines",earthquake,1975,April
1975-04-22 21:35:26+00:00,14.538,56.594,33.0,5.2,Owen Fracture Zone region,earthquake,1975,April
1975-04-16 02:00:07+00:00,-51.462,28.963,33.0,5.2,south of Africa,earthquake,1975,April
1975-04-15 00:19:54+00:00,2.236,-97.283,33.0,5.2,west of the Galapagos Islands,earthquake,1975,April
1975-04-14 00:07:12+00:00,6.715,-73.14,162.0,5.0,"5 km WSW of Jordán, Colombia",earthquake,1975,April
1975-04-04 11:12:08+00:00,-31.054,-178.399,45.0,5.5,Kermadec Islands region,earthquake,1975,April
1975-04-02 10:31:32+00:00,-23.022,-175.112,33.0,5.6,"187 km S of ‘Ohonua, Tonga",earthquake,1975,April
1975-05-30 21:57:27+00:00,42.451,142.49,119.0,5.1,"16 km NE of Shizunai-furukawach?, Japan",earthquake,1975,May
1975-05-24 01:53:38+00:00,-20.905,-173.767,19.0,5.5,"131 km ENE of ‘Ohonua, Tonga",earthquake,1975,May
1975-05-19 22:42:17+00:00,49.725,157.397,57.0,5.4,"139 km SE of Severo-Kuril’sk, Russia",earthquake,1975,May
1975-05-14 11:49:41+00:00,-17.718,-136.284,33.0,5.0,"Tuamotu Archipelago, French Polynesia region",earthquake,1975,May
1975-05-10 02:25:29+00:00,-3.773,151.849,15.0,5.2,"58 km NW of Rabaul, Papua New Guinea",earthquake,1975,May
1975-05-09 04:11:31+00:00,-4.642,102.078,34.0,5.5,"95 km SSW of Bengkulu, Indonesia",earthquake,1975,May
1975-05-08 15:27:57+00:00,-9.868,160.114,38.0,5.1,"47 km ESE of Malango, Solomon Islands",earthquake,1975,May
1975-05-05 21:55:05+00:00,13.016,119.999,12.0,5.0,"66 km WSW of Tayaman, Philippines",earthquake,1975,May
1975-05-02 23:55:42+00:00,9.268,126.491,33.0,5.0,"32 km E of Cortes, Philippines",earthquake,1975,May
1975-05-01 18:47:56+00:00,52.709,-167.033,17.0,5.1,"125 km ESE of Nikolski, Alaska",earthquake,1975,May
1975-06-28 02:50:51+00:00,43.2,148.0,43.0,5.0,"122 km ESE of Shikotan, Russia",earthquake,1975,June
1975-06-24 21:15:19+00:00,-20.612,-174.168,23.0,5.4,"90 km SSE of Pangai, Tonga",earthquake,1975,June
1975-06-24 12:15:27+00:00,-30.352,-177.76,11.0,5.3,"Kermadec Islands, New Zealand",earthquake,1975,June
1975-06-23 09:26:36+00:00,-4.985,128.33,31.0,5.4,"143 km S of Ambon, Indonesia",earthquake,1975,June
1975-06-22 23:00:53+00:00,43.022,147.292,33.0,5.3,"97 km SSE of Shikotan, Russia",earthquake,1975,June
1975-06-21 00:44:10+00:00,-0.978,98.012,33.0,5.1,"237 km W of Pariaman, Indonesia",earthquake,1975,June
1975-06-20 13:05:19+00:00,42.787,148.008,33.0,5.0,"153 km SE of Shikotan, Russia",earthquake,1975,June
1975-06-19 08:50:38+00:00,-21.393,-174.223,33.0,5.0,"75 km E of ‘Ohonua, Tonga",earthquake,1975,June
1975-06-15 07:53:57+00:00,51.582,179.585,80.0,5.1,"263 km W of Adak, Alaska",earthquake,1975,June
1975-06-15 00:19:34+00:00,43.667,147.801,38.0,6.2,"88 km E of Shikotan, Russia",earthquake,1975,June
1975-06-14 21:45:55+00:00,-59.184,-27.029,33.0,5.6,South Sandwich Islands region,earthquake,1975,June
1975-06-14 02:25:59+00:00,23.059,-108.038,33.0,5.2,"146 km SW of Empaque Tarriba, Mexico",earthquake,1975,June
1975-06-14 01:56:30+00:00,43.371,147.744,15.0,5.0,"95 km ESE of Shikotan, Russia",earthquake,1975,June
1975-06-13 19:52:36+00:00,43.466,147.819,29.0,5.2,"95 km ESE of Shikotan, Russia",earthquake,1975,June
1975-06-13 18:18:51+00:00,43.974,147.388,33.0,5.3,"56 km ENE of Shikotan, Russia",earthquake,1975,June
1975-06-12 14:31:14+00:00,43.097,147.239,33.0,5.0,"88 km SSE of Shikotan, Russia",earthquake,1975,June
1975-06-12 04:34:03+00:00,43.285,147.787,27.0,5.2,"103 km SE of Shikotan, Russia",earthquake,1975,June
1975-06-10 14:49:18+00:00,43.37,147.697,21.0,5.2,"92 km ESE of Shikotan, Russia",earthquake,1975,June
1975-06-04 13:00:17+00:00,-0.252,125.948,32.0,5.3,"197 km SW of Ternate, Indonesia",earthquake,1975,June
1975-06-03 20:18:02+00:00,-6.169,-75.151,33.0,5.2,"68 km ENE of Navarro, Peru",earthquake,1975,June
1975-06-03 19:10:23+00:00,10.323,126.319,44.0,5.3,"45 km NE of Santa Monica, Philippines",earthquake,1975,June
1975-07-30 09:20:45+00:00,-9.793,123.952,33.0,5.7,"29 km SE of Naisano Dua, Indonesia",earthquake,1975,July
1975-07-28 23:53:39+00:00,-7.251,120.499,637.0,5.0,"150 km N of Ruteng, Indonesia",earthquake,1975,July
1975-07-25 20:11:12+00:00,8.357,126.366,122.0,5.1,"3 km ESE of Hinatuan, Philippines",earthquake,1975,July
1975-07-25 10:40:25+00:00,55.055,-160.377,17.0,5.8,"32 km SSE of Sand Point, Alaska",earthquake,1975,July
1975-07-22 22:26:39+00:00,-7.098,155.572,70.0,5.5,"86 km S of Panguna, Papua New Guinea",earthquake,1975,July
1975-07-21 09:54:55+00:00,-7.042,155.292,40.0,5.1,"83 km SSW of Panguna, Papua New Guinea",earthquake,1975,July
1975-07-21 06:56:14+00:00,-7.002,155.189,56.0,5.2,"82 km SSW of Panguna, Papua New Guinea",earthquake,1975,July
1975-07-20 15:24:16+00:00,-7.073,154.412,33.0,5.5,"145 km SW of Panguna, Papua New Guinea",earthquake,1975,July
1975-07-16 18:17:44+00:00,-30.623,-177.487,46.0,6.2,"Kermadec Islands, New Zealand",earthquake,1975,July
1975-07-15 15:53:55+00:00,7.796,-82.802,33.0,5.0,"27 km SSE of Punta de Burica, Panama",earthquake,1975,July
1975-07-15 01:41:06+00:00,-2.427,134.365,20.0,5.1,"163 km NW of Nabire, Indonesia",earthquake,1975,July
1975-07-14 23:27:55+00:00,-40.446,78.443,33.0,6.5,Mid-Indian Ridge,earthquake,1975,July
1975-07-10 18:29:16+00:00,6.507,126.642,86.0,6.2,"52 km SE of Bobon, Philippines",earthquake,1975,July
1975-07-09 12:55:23+00:00,28.169,130.017,33.0,5.3,"Ryukyu Islands, Japan",earthquake,1975,July
1975-08-26 05:10:45+00:00,40.961,143.003,54.0,5.2,"136 km ENE of Hachinohe, Japan",earthquake,1975,August
1975-08-26 00:34:02+00:00,-21.092,-68.755,79.0,5.1,"152 km N of Calama, Chile",earthquake,1975,August
1975-08-24 16:05:16+00:00,53.069,170.999,24.0,5.1,"149 km W of Attu Station, Alaska",earthquake,1975,August
1975-08-23 15:06:39+00:00,10.013,125.791,40.0,6.0,"16 km NE of Cagdianao, Philippines",earthquake,1975,August
1975-08-21 17:29:36+00:00,-4.266,129.627,52.0,5.2,"129 km SE of Amahai, Indonesia",earthquake,1975,August
1975-08-20 16:17:31+00:00,41.91,142.546,64.0,5.0,"49 km SSE of Shizunai-furukawach?, Japan",earthquake,1975,August
1975-08-18 14:31:40+00:00,-38.724,175.623,149.0,5.3,"33 km NNW of Turangi, New Zealand",earthquake,1975,August
1975-08-17 06:12:48+00:00,-32.816,-178.497,33.0,5.0,south of the Kermadec Islands,earthquake,1975,August
1975-08-16 21:25:27+00:00,-32.654,-178.267,33.0,5.2,south of the Kermadec Islands,earthquake,1975,August
1975-08-16 06:27:05+00:00,2.703,122.972,443.0,5.0,"239 km N of Gorontalo, Indonesia",earthquake,1975,August
1975-08-15 03:42:17+00:00,54.22,161.221,33.0,5.0,"176 km ESE of Mil’kovo, Russia",earthquake,1975,August
1975-08-14 05:04:17+00:00,-60.851,-20.799,33.0,5.1,east of the South Sandwich Islands,earthquake,1975,August
1975-08-08 04:40:33+00:00,-10.28,123.797,21.0,5.1,"24 km ESE of Kupang, Indonesia",earthquake,1975,August
1975-08-01 12:14:00+00:00,-4.547,143.701,73.0,5.0,"67 km SW of Angoram, Papua New Guinea",earthquake,1975,August
1975-08-01 02:14:46+00:00,56.14,162.918,13.0,5.0,"29 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,1975,August
1975-09-29 21:03:25+00:00,-0.524,124.951,58.0,5.0,"202 km S of Tondano, Indonesia",earthquake,1975,September
1975-09-25 03:28:52+00:00,29.338,129.309,33.0,5.0,"108 km N of Naze, Japan",earthquake,1975,September
1975-09-24 23:00:29+00:00,-18.07,-178.635,608.0,5.1,"216 km E of Levuka, Fiji",earthquake,1975,September
1975-09-23 10:08:41+00:00,-17.503,-178.969,529.0,5.4,"192 km ENE of Levuka, Fiji",earthquake,1975,September
1975-09-21 09:22:04+00:00,-7.907,31.611,33.0,5.5,"6 km N of Sumbawanga, Tanzania",earthquake,1975,September
1975-09-20 06:11:50+00:00,-6.736,68.309,33.0,5.4,Chagos Archipelago region,earthquake,1975,September
1975-09-19 23:15:34+00:00,-6.42,154.899,47.0,5.6,"65 km W of Panguna, Papua New Guinea",earthquake,1975,September
1975-09-19 17:59:33+00:00,31.973,78.476,33.0,5.1,"82 km NE of Sar?han, India",earthquake,1975,September
1975-09-19 17:54:37+00:00,41.881,142.746,47.0,5.8,"59 km SSE of Shizunai-furukawach?, Japan",earthquake,1975,September
1975-09-18 10:04:02+00:00,-18.165,-177.784,623.0,5.1,Fiji region,earthquake,1975,September
1975-09-16 18:34:36+00:00,-5.636,154.41,119.0,5.0,"140 km WNW of Panguna, Papua New Guinea",earthquake,1975,September
1975-09-15 18:55:47+00:00,-2.479,140.038,37.0,5.4,"67 km W of Abepura, Indonesia",earthquake,1975,September
1975-09-09 23:21:04+00:00,-13.521,166.328,40.0,5.5,"138 km WNW of Sola, Vanuatu",earthquake,1975,September
1975-09-06 10:52:15+00:00,38.428,40.83,33.0,5.2,"17 km ESE of Lice, Turkey",earthquake,1975,September
1975-09-02 08:12:15+00:00,-7.13,154.81,34.0,5.1,"116 km SW of Panguna, Papua New Guinea",earthquake,1975,September
1975-10-29 05:01:49+00:00,4.052,-103.515,100.0,5.5,Galapagos Triple Junction region,earthquake,1975,October
1975-10-27 16:18:49+00:00,48.221,102.691,55.0,5.2,"90 km SW of Bulgan, Mongolia",earthquake,1975,October
1975-10-21 15:57:08+00:00,-18.164,-176.454,61.0,5.0,"266 km WNW of Neiafu, Tonga",earthquake,1975,October
